Coupon_id,early_prob,mid_prob,late_prob
5408,0.0,1.0,0.0
4276,0.25,0.5,0.25
10296,1.0,0.0,0.0
13027,0.0,0.0,1.0
5057,0.5,0.0,0.5
9858,1.0,0.0,0.0
12608,1.0,0.0,0.0
6732,1.0,0.0,0.0
3249,0.0,0.0,1.0
1773,0.0,0.0,1.0
10872,0.375,0.0,0.625
4594,0.2777777777777778,0.26666666666666666,0.45555555555555555
11002,0.5384615384615384,0.23076923076923078,0.23076923076923078
13180,0.0,1.0,0.0
307,0.5,0.0,0.5
11698,0.14285714285714285,0.0,0.8571428571428571
7316,0.4,0.0,0.6
1695,0.14285714285714285,0.2857142857142857,0.5714285714285714
718,0.0,1.0,0.0
5450,0.25,0.0,0.75
10481,0.0,0.6666666666666666,0.3333333333333333
10668,0.0,1.0,0.0
13906,0.2,0.6,0.2
8502,0.0,1.0,0.0
9911,0.0,0.5,0.5
6464,0.3333333333333333,0.0,0.6666666666666666
5986,0.0,0.0,1.0
3902,1.0,0.0,0.0
6758,1.0,0.0,0.0
9109,1.0,0.0,0.0
8744,0.0,0.0,1.0
10417,0.0,1.0,0.0
5134,1.0,0.0,0.0
13571,0.0,0.5,0.5
8680,0.26595744680851063,0.15425531914893617,0.5797872340425532
5291,0.5,0.0,0.5
747,1.0,0.0,0.0
2477,0.0,0.5,0.5
1706,1.0,0.0,0.0
2495,0.5,0.0,0.5
12024,0.0,1.0,0.0
12386,0.0,0.0,1.0
9296,0.21052631578947367,0.3684210526315789,0.42105263157894735
5085,0.3333333333333333,0.3333333333333333,0.3333333333333333
7364,0.5,0.5,0.0
2789,1.0,0.0,0.0
7746,0.0,1.0,0.0
2129,0.0,0.0,1.0
1987,1.0,0.0,0.0
8053,1.0,0.0,0.0
2402,0.0,0.0,1.0
4690,0.25,0.375,0.375
4980,0.0,1.0,0.0
4782,0.3333333333333333,0.3333333333333333,0.3333333333333333
11463,0.0,1.0,0.0
3786,0.0,1.0,0.0
11510,1.0,0.0,0.0
6278,0.0,0.0,1.0
4719,0.0,1.0,0.0
12789,1.0,0.0,0.0
3656,0.0,0.0,1.0
4315,0.2857142857142857,0.0,0.7142857142857143
12437,0.3,0.0,0.7
11578,0.0,0.5,0.5
1104,0.0,0.0,1.0
3408,0.3333333333333333,0.6666666666666666,0.0
13929,0.6,0.4,0.0
3250,0.3333333333333333,0.3333333333333333,0.3333333333333333
2249,0.0,1.0,0.0
2392,0.5,0.0,0.5
12274,0.8333333333333334,0.0,0.16666666666666666
4333,0.0,0.5,0.5
4118,0.0,0.0,1.0
462,1.0,0.0,0.0
7689,0.0,0.0,1.0
13051,0.0,1.0,0.0
10523,1.0,0.0,0.0
470,0.0,0.6,0.4
5321,0.0,1.0,0.0
11058,0.0,0.5,0.5
8699,0.5,0.0,0.5
12138,0.0,0.0,1.0
11600,0.16666666666666666,0.6666666666666666,0.16666666666666666
6209,0.5,0.0,0.5
4078,0.0,0.0,1.0
647,0.0,0.0,1.0
11965,0.0,0.0,1.0
1485,0.0,1.0,0.0
9654,0.0,1.0,0.0
4934,0.0,1.0,0.0
15,1.0,0.0,0.0
7980,0.3333333333333333,0.3333333333333333,0.3333333333333333
2144,0.0,0.0,1.0
282,0.25,0.4166666666666667,0.3333333333333333
10512,0.3333333333333333,0.3333333333333333,0.3333333333333333
9441,0.3333333333333333,0.0,0.6666666666666666
3819,0.42857142857142855,0.0,0.5714285714285714
448,0.3,0.0,0.7
12880,0.0,0.5714285714285714,0.42857142857142855
8952,0.125,0.0,0.875
234,0.0,0.6666666666666666,0.3333333333333333
1435,0.5,0.5,0.0
8483,0.3333333333333333,0.0,0.6666666666666666
54,0.6666666666666666,0.0,0.3333333333333333
11534,1.0,0.0,0.0
13328,0.0,0.0,1.0
11405,0.0,1.0,0.0
12215,0.5,0.0,0.5
1008,0.0,1.0,0.0
12498,0.0,0.0,1.0
1765,1.0,0.0,0.0
7434,0.0,1.0,0.0
12680,0.0,0.5,0.5
3280,0.3333333333333333,0.0,0.6666666666666666
8547,0.2,0.0,0.8
11376,0.0,0.6,0.4
3996,0.3076923076923077,0.34615384615384615,0.34615384615384615
1412,0.0,0.4444444444444444,0.5555555555555556
13563,0.2857142857142857,0.09523809523809523,0.6190476190476191
11281,0.0,0.0,1.0
2545,0.3333333333333333,0.3333333333333333,0.3333333333333333
8432,0.0,0.3333333333333333,0.6666666666666666
4730,0.3333333333333333,0.0,0.6666666666666666
7791,0.0,0.0,1.0
5904,0.2,0.0,0.8
5041,0.0,0.0,1.0
12192,0.0,0.0,1.0
9472,0.4,0.4,0.2
1791,0.3333333333333333,0.3333333333333333,0.3333333333333333
3570,0.5,0.0,0.5
10628,0.0,0.0,1.0
8173,0.3333333333333333,0.0,0.6666666666666666
12420,0.46153846153846156,0.3076923076923077,0.23076923076923078
11588,0.6666666666666666,0.3333333333333333,0.0
5096,0.0,0.0,1.0
2415,0.0,1.0,0.0
9618,1.0,0.0,0.0
1304,0.0,0.0,1.0
3145,0.0,1.0,0.0
635,1.0,0.0,0.0
8975,0.36363636363636365,0.2727272727272727,0.36363636363636365
6952,0.0,1.0,0.0
8089,0.0,0.5,0.5
2436,0.0,0.0,1.0
11245,1.0,0.0,0.0
2079,0.16216216216216217,0.0,0.8378378378378378
3711,0.3157894736842105,0.2631578947368421,0.42105263157894735
4165,0.5,0.0,0.5
6388,0.0,0.0,1.0
10177,0.0,1.0,0.0
12454,0.5714285714285714,0.2857142857142857,0.14285714285714285
727,0.3333333333333333,0.6666666666666666,0.0
11280,0.0,0.25,0.75
5426,0.0,0.0,1.0
4044,0.0,1.0,0.0
3140,0.1111111111111111,0.3333333333333333,0.5555555555555556
987,0.0,0.0,1.0
4564,0.5,0.5,0.0
11718,0.0,0.0,1.0
3740,0.6666666666666666,0.0,0.3333333333333333
10088,0.0,0.0,1.0
3967,0.0,0.0,1.0
9680,0.0,1.0,0.0
10814,0.0,1.0,0.0
10803,0.0,0.0,1.0
6245,0.0,1.0,0.0
8977,0.5,0.5,0.0
625,0.5,0.25,0.25
9560,0.5,0.25,0.25
7335,0.16666666666666666,0.3333333333333333,0.5
6104,0.0,0.0,1.0
8876,0.0,1.0,0.0
5458,0.0,1.0,0.0
9380,1.0,0.0,0.0
2431,0.0,0.5,0.5
12242,0.0,1.0,0.0
2363,0.5,0.0,0.5
12699,1.0,0.0,0.0
8286,0.0,0.0,1.0
1235,0.0,1.0,0.0
8906,0.0,1.0,0.0
8847,0.2857142857142857,0.7142857142857143,0.0
10975,0.14285714285714285,0.2857142857142857,0.5714285714285714
6841,0.0,1.0,0.0
5076,0.5,0.125,0.375
10212,0.375,0.5,0.125
12293,0.0,0.3333333333333333,0.6666666666666666
5714,0.6666666666666666,0.0,0.3333333333333333
1093,0.6666666666666666,0.3333333333333333,0.0
11604,0.0,0.0,1.0
1624,0.0,0.0,1.0
7754,0.3333333333333333,0.4666666666666667,0.2
7652,0.3333333333333333,0.0,0.6666666666666666
5045,0.5,0.5,0.0
1041,0.0,0.0,1.0
1539,0.42857142857142855,0.2857142857142857,0.2857142857142857
3521,0.0,1.0,0.0
5520,0.0,0.5,0.5
672,0.5,0.0,0.5
9766,0.0,0.0,1.0
938,0.5,0.0,0.5
1793,0.0,1.0,0.0
415,0.0,0.0,1.0
12874,0.0,0.0,1.0
12955,0.0,0.0,1.0
11539,0.4550379198266522,0.2123510292524377,0.3326110509209101
12319,0.0,0.0,1.0
10440,0.0,1.0,0.0
279,0.5,0.5,0.0
433,0.0,0.5,0.5
13275,0.0,0.0,1.0
8511,0.5,0.0,0.5
3187,1.0,0.0,0.0
7334,0.0,0.0,1.0
10630,0.6666666666666666,0.3333333333333333,0.0
4189,0.0,0.0,1.0
7781,0.0,0.0,1.0
3660,0.3333333333333333,0.6666666666666666,0.0
9580,0.0,0.0,1.0
11869,0.0,0.0,1.0
7283,0.3333333333333333,0.6666666666666666,0.0
4738,0.0,0.0,1.0
11364,0.3333333333333333,0.3333333333333333,0.3333333333333333
12429,0.2916666666666667,0.2916666666666667,0.4166666666666667
138,0.0,1.0,0.0
12913,0.25,0.0,0.75
7352,0.3333333333333333,0.3333333333333333,0.3333333333333333
3728,0.0,0.0,1.0
387,0.25,0.0,0.75
8256,1.0,0.0,0.0
6926,0.0,0.5,0.5
5830,0.0,1.0,0.0
13232,0.0,0.5,0.5
7006,0.3333333333333333,0.6666666666666666,0.0
823,0.4,0.4,0.2
1620,0.0,0.4,0.6
7175,0.0,1.0,0.0
12808,0.0,1.0,0.0
9339,0.0,1.0,0.0
1111,0.0,0.5,0.5
3378,0.0,0.0,1.0
12289,0.0,0.0,1.0
11331,0.3333333333333333,0.3333333333333333,0.3333333333333333
10263,0.6379310344827587,0.1810344827586207,0.1810344827586207
10651,0.16666666666666666,0.0,0.8333333333333334
6119,0.08333333333333333,0.0,0.9166666666666666
2201,1.0,0.0,0.0
2443,0.0,0.0,1.0
9623,0.0,0.0,1.0
2989,0.0,0.0,1.0
6074,0.6666666666666666,0.3333333333333333,0.0
9526,0.0,1.0,0.0
6857,1.0,0.0,0.0
8292,0.6666666666666666,0.0,0.3333333333333333
703,0.0,0.5,0.5
836,0.25,0.0,0.75
2058,0.0,0.6666666666666666,0.3333333333333333
6555,0.0,0.0,1.0
1735,0.0,0.6666666666666666,0.3333333333333333
3802,0.16666666666666666,0.0,0.8333333333333334
69,0.5,0.0,0.5
13820,0.0,1.0,0.0
12078,0.0,1.0,0.0
1483,0.5,0.0,0.5
4542,0.3333333333333333,0.3333333333333333,0.3333333333333333
1099,0.0,0.0,1.0
2108,1.0,0.0,0.0
6538,0.5,0.2,0.3
4402,0.0,0.0,1.0
6772,0.5333333333333333,0.4,0.06666666666666667
3399,1.0,0.0,0.0
5576,0.0,0.0,1.0
3546,1.0,0.0,0.0
7387,0.0,0.0,1.0
9545,0.4,0.5333333333333333,0.06666666666666667
991,0.0,0.0,1.0
9537,0.0,1.0,0.0
13806,0.3684210526315789,0.42105263157894735,0.21052631578947367
10918,0.5,0.5,0.0
12967,0.5,0.5,0.0
586,0.0,0.0,1.0
10244,0.3333333333333333,0.0,0.6666666666666666
3550,0.25,0.5,0.25
112,0.2857142857142857,0.0,0.7142857142857143
2896,0.7142857142857143,0.2857142857142857,0.0
13419,0.42857142857142855,0.14285714285714285,0.42857142857142855
8267,0.0,1.0,0.0
6249,0.0,0.0,1.0
11500,1.0,0.0,0.0
9962,0.0,1.0,0.0
5809,0.3333333333333333,0.0,0.6666666666666666
12125,1.0,0.0,0.0
13661,1.0,0.0,0.0
9581,0.16666666666666666,0.0,0.8333333333333334
3583,0.2857142857142857,0.2857142857142857,0.42857142857142855
11571,0.3333333333333333,0.2857142857142857,0.38095238095238093
11865,1.0,0.0,0.0
13304,0.375,0.125,0.5
12123,0.16666666666666666,0.8333333333333334,0.0
8828,0.3333333333333333,0.16666666666666666,0.5
7868,0.0,1.0,0.0
5663,1.0,0.0,0.0
9391,0.2857142857142857,0.14285714285714285,0.5714285714285714
11887,1.0,0.0,0.0
1508,0.0,1.0,0.0
10725,0.3333333333333333,0.6666666666666666,0.0
6261,1.0,0.0,0.0
9882,0.0,0.5,0.5
9357,1.0,0.0,0.0
468,0.0,0.5,0.5
1915,1.0,0.0,0.0
10012,1.0,0.0,0.0
3207,0.0,0.5,0.5
8203,0.0,0.0,1.0
9354,0.0,0.0,1.0
890,0.0,1.0,0.0
9408,0.0,1.0,0.0
4531,1.0,0.0,0.0
5642,0.0,0.3333333333333333,0.6666666666666666
7659,1.0,0.0,0.0
5199,0.18181818181818182,0.0,0.8181818181818182
11238,0.0,0.0,1.0
13782,0.5625,0.1875,0.25
6140,0.0,0.0,1.0
7609,0.125,0.0,0.875
1429,0.0,0.0,1.0
13312,0.0,0.0,1.0
3090,0.5,0.0,0.5
9553,0.3076923076923077,0.46153846153846156,0.23076923076923078
356,0.4,0.4,0.2
13148,0.0,1.0,0.0
2155,0.0,0.0,1.0
11864,0.5,0.5,0.0
8742,0.4,0.2,0.4
3582,0.0,0.0,1.0
11978,0.0,0.0,1.0
2031,1.0,0.0,0.0
1021,0.2857142857142857,0.42857142857142855,0.2857142857142857
7910,0.0,1.0,0.0
11794,1.0,0.0,0.0
11385,0.0,1.0,0.0
3914,0.0,1.0,0.0
12140,0.0,0.0,1.0
2349,0.3333333333333333,0.0,0.6666666666666666
2702,1.0,0.0,0.0
4132,0.0,1.0,0.0
12407,0.0,0.0,1.0
13033,0.0,1.0,0.0
4631,0.5,0.0,0.5
459,0.0,0.0,1.0
6708,0.0,1.0,0.0
512,0.0,0.0,1.0
446,0.22857142857142856,0.42857142857142855,0.34285714285714286
9670,0.2,0.0,0.8
1931,1.0,0.0,0.0
2111,0.5,0.36363636363636365,0.13636363636363635
13543,0.38461538461538464,0.15384615384615385,0.46153846153846156
5000,0.25,0.5,0.25
5092,1.0,0.0,0.0
4786,0.0,0.0,1.0
4195,0.1,0.4,0.5
8527,0.5,0.2,0.3
8974,0.0,0.0,1.0
12766,1.0,0.0,0.0
970,0.6666666666666666,0.3333333333333333,0.0
1729,0.3076923076923077,0.0,0.6923076923076923
8681,1.0,0.0,0.0
10638,0.14285714285714285,0.2857142857142857,0.5714285714285714
541,0.0,0.0,1.0
11175,0.0,0.0,1.0
3,0.0,0.0,1.0
5064,0.0,1.0,0.0
8324,0.0,1.0,0.0
12747,0.5,0.0,0.5
2699,0.0,0.0,1.0
8888,1.0,0.0,0.0
5415,0.0,0.0,1.0
13441,0.7894736842105263,0.21052631578947367,0.0
4823,0.19205298013245034,0.48344370860927155,0.32450331125827814
10363,0.1,0.0,0.9
10791,0.25,0.75,0.0
3288,0.36363636363636365,0.5454545454545454,0.09090909090909091
3478,0.058823529411764705,0.47058823529411764,0.47058823529411764
1314,0.0,0.6666666666666666,0.3333333333333333
10294,0.0,0.0,1.0
10653,0.0,0.5,0.5
12176,0.0,0.3333333333333333,0.6666666666666666
5471,0.0,1.0,0.0
6319,0.0,0.0,1.0
1556,0.0,1.0,0.0
6109,0.0,0.0,1.0
11582,1.0,0.0,0.0
584,0.5,0.375,0.125
4478,0.0,0.3333333333333333,0.6666666666666666
4269,0.0,0.0,1.0
10449,0.0,1.0,0.0
6038,0.0,0.0,1.0
9248,0.0,0.0,1.0
8899,0.5,0.0,0.5
3386,0.0,0.0,1.0
3615,0.3333333333333333,0.3333333333333333,0.3333333333333333
3346,0.0,0.0,1.0
2026,0.0,1.0,0.0
12566,0.0,0.0,1.0
1012,0.0,0.0,1.0
6976,1.0,0.0,0.0
9272,0.0,1.0,0.0
11813,0.0,0.0,1.0
11689,0.0,1.0,0.0
4830,0.0,0.0,1.0
6125,0.0,1.0,0.0
4117,0.16666666666666666,0.0,0.8333333333333334
11472,0.5,0.5,0.0
9956,0.5,0.5,0.0
12852,0.5555555555555556,0.07407407407407407,0.37037037037037035
8600,0.6,0.0,0.4
12255,0.0,0.3333333333333333,0.6666666666666666
652,0.2857142857142857,0.0,0.7142857142857143
11810,0.6666666666666666,0.0,0.3333333333333333
3072,0.4,0.4,0.2
6548,0.0,1.0,0.0
11608,1.0,0.0,0.0
4366,0.3333333333333333,0.4444444444444444,0.2222222222222222
13171,0.0,1.0,0.0
12830,0.5,0.0,0.5
9701,0.0,1.0,0.0
6127,0.0,0.0,1.0
924,1.0,0.0,0.0
11068,0.0,0.0,1.0
9229,1.0,0.0,0.0
6405,1.0,0.0,0.0
3889,1.0,0.0,0.0
12403,0.0,1.0,0.0
13007,0.0,1.0,0.0
6805,0.0,1.0,0.0
9525,1.0,0.0,0.0
5730,0.0,0.0,1.0
4484,1.0,0.0,0.0
4163,0.5,0.0,0.5
9595,1.0,0.0,0.0
1097,1.0,0.0,0.0
6179,0.625,0.0,0.375
7879,0.4,0.2,0.4
11367,0.5,0.0,0.5
3733,0.0,0.0,1.0
12614,0.0,1.0,0.0
12993,0.375,0.3125,0.3125
8798,1.0,0.0,0.0
3316,0.06060606060606061,0.0,0.9393939393939394
10561,0.2,0.2,0.6
9972,0.25,0.375,0.375
9281,0.0,0.0,1.0
4372,0.0,0.3333333333333333,0.6666666666666666
3580,0.0,0.0,1.0
4942,1.0,0.0,0.0
133,0.0,1.0,0.0
11589,0.0,1.0,0.0
13491,0.0,0.0,1.0
6627,0.0,0.0,1.0
11273,0.3333333333333333,0.5555555555555556,0.1111111111111111
13006,1.0,0.0,0.0
3058,0.0,0.0,1.0
12163,0.5,0.0,0.5
8988,0.0,0.0,1.0
11279,1.0,0.0,0.0
11120,0.0,0.0,1.0
8349,1.0,0.0,0.0
9780,0.0,0.0,1.0
11968,0.0,1.0,0.0
4166,0.0,1.0,0.0
3642,0.0,0.4093567251461988,0.5906432748538012
12683,0.45161290322580644,0.27419354838709675,0.27419354838709675
13884,0.75,0.0,0.25
8735,0.05714285714285714,0.5142857142857142,0.42857142857142855
13242,0.0,0.375,0.625
5820,0.16666666666666666,0.375,0.4583333333333333
5502,1.0,0.0,0.0
11198,0.125,0.25,0.625
3720,0.5,0.0,0.5
8896,0.3333333333333333,0.16666666666666666,0.5
7919,0.0,0.0,1.0
12318,0.0,0.0,1.0
10593,1.0,0.0,0.0
13091,0.0,0.0,1.0
4887,0.0,0.0,1.0
6149,0.0,1.0,0.0
2329,0.5,0.5,0.0
13941,1.0,0.0,0.0
389,0.0,0.0,1.0
5162,0.0,0.0,1.0
11625,0.0,0.0,1.0
524,0.0,0.5,0.5
2842,0.0,0.6666666666666666,0.3333333333333333
5637,0.0,0.0,1.0
7414,0.0,0.0,1.0
10808,0.6666666666666666,0.3333333333333333,0.0
13531,1.0,0.0,0.0
162,0.25,0.125,0.625
12785,0.2222222222222222,0.6666666666666666,0.1111111111111111
3162,0.42857142857142855,0.2857142857142857,0.2857142857142857
989,1.0,0.0,0.0
2164,0.45454545454545453,0.2727272727272727,0.2727272727272727
3060,0.45454545454545453,0.18181818181818182,0.36363636363636365
10758,0.0,1.0,0.0
9104,0.0,0.6,0.4
6704,0.1,0.6,0.3
2353,1.0,0.0,0.0
12052,0.0,1.0,0.0
5584,0.0,0.0,1.0
6221,0.0,1.0,0.0
10038,0.0,1.0,0.0
2669,0.0,0.0,1.0
7377,0.5,0.25,0.25
5966,0.0,1.0,0.0
12866,0.0,0.0,1.0
10152,0.0,0.0,1.0
13147,0.0,1.0,0.0
8135,0.5,0.5,0.0
11648,0.0,1.0,0.0
7737,0.36363636363636365,0.2727272727272727,0.36363636363636365
11394,0.3333333333333333,0.0,0.6666666666666666
3727,1.0,0.0,0.0
6219,0.0,0.8333333333333334,0.16666666666666666
5621,0.0,0.0,1.0
2188,0.25,0.25,0.5
11391,0.5,0.25,0.25
4951,0.0,0.0,1.0
7587,0.18181818181818182,0.5454545454545454,0.2727272727272727
10853,0.3333333333333333,0.0,0.6666666666666666
12297,0.75,0.0,0.25
5936,0.3333333333333333,0.3333333333333333,0.3333333333333333
9602,0.0,1.0,0.0
9119,0.16666666666666666,0.3333333333333333,0.5
2889,0.3333333333333333,0.0,0.6666666666666666
11091,0.16666666666666666,0.0,0.8333333333333334
13463,0.3333333333333333,0.6666666666666666,0.0
4469,1.0,0.0,0.0
11717,0.0,0.0,1.0
9425,0.0,1.0,0.0
1911,0.0,0.0,1.0
2654,0.0,1.0,0.0
9367,1.0,0.0,0.0
11520,1.0,0.0,0.0
10077,1.0,0.0,0.0
13029,0.0,0.5,0.5
7035,0.0,0.0,1.0
1926,0.0,0.0,1.0
3507,0.0,0.37735849056603776,0.6226415094339622
3098,0.2,0.0,0.8
2926,0.5,0.5,0.0
8553,0.5,0.0,0.5
5857,0.3333333333333333,0.3333333333333333,0.3333333333333333
9683,0.3333333333333333,0.0,0.6666666666666666
2019,0.05,0.5,0.45
11754,0.0,0.0,1.0
7664,0.75,0.0,0.25
10534,0.6,0.4,0.0
12970,0.0,0.0,1.0
3935,0.0,0.5,0.5
7207,0.6666666666666666,0.3333333333333333,0.0
6517,0.0,0.0,1.0
1918,0.0,0.0,1.0
6512,0.0,0.0,1.0
12347,0.0,0.0,1.0
7824,0.0,0.0,1.0
13808,0.0,1.0,0.0
2185,0.0,0.5,0.5
13847,0.0,0.0,1.0
6717,0.0,1.0,0.0
12968,0.0,0.0,1.0
1109,0.0,1.0,0.0
11490,0.0,1.0,0.0
10009,1.0,0.0,0.0
8172,0.20689655172413793,0.0,0.7931034482758621
160,0.0,0.8,0.2
8017,0.3333333333333333,0.0,0.6666666666666666
11835,1.0,0.0,0.0
1882,0.0,0.0,1.0
13835,0.0,1.0,0.0
7805,0.0,0.0,1.0
13270,0.0,1.0,0.0
8394,0.0,0.3333333333333333,0.6666666666666666
7921,0.5,0.0,0.5
13860,0.0,1.0,0.0
4701,0.0,0.0,1.0
3379,0.0,0.0,1.0
8126,0.0,0.5,0.5
1932,0.5,0.5,0.0
12088,0.0,0.0,1.0
7637,0.0,0.0,1.0
12840,0.0,1.0,0.0
9035,1.0,0.0,0.0
7540,0.0,0.5,0.5
10128,1.0,0.0,0.0
6021,1.0,0.0,0.0
10379,0.0,1.0,0.0
8425,0.0,0.9375,0.0625
2708,1.0,0.0,0.0
4020,0.5,0.0,0.5
11824,0.2524271844660194,0.0,0.7475728155339806
7038,0.09090909090909091,0.0,0.9090909090909091
6282,0.5,0.0,0.5
7523,0.0,0.6666666666666666,0.3333333333333333
1764,0.0,1.0,0.0
13021,0.0,0.0,1.0
10926,0.0,1.0,0.0
7239,0.07692307692307693,0.0,0.9230769230769231
3577,1.0,0.0,0.0
6754,0.5,0.0,0.5
5575,1.0,0.0,0.0
3063,0.0,1.0,0.0
8446,0.0,0.0,1.0
7066,0.0,0.0,1.0
1227,0.0,1.0,0.0
12188,1.0,0.0,0.0
13539,1.0,0.0,0.0
2882,0.0,0.0,1.0
9504,1.0,0.0,0.0
3723,0.0,0.0,1.0
8732,0.19444444444444445,0.3888888888888889,0.4166666666666667
4271,0.0,0.5,0.5
1563,0.09615384615384616,0.0,0.9038461538461539
4310,0.75,0.25,0.0
5582,0.2616279069767442,0.31976744186046513,0.4186046511627907
3449,1.0,0.0,0.0
9919,0.0,0.0,1.0
5464,0.5,0.5,0.0
9745,0.0,0.0,1.0
5550,0.0,1.0,0.0
8300,0.5,0.25,0.25
1971,0.5,0.5,0.0
5326,1.0,0.0,0.0
1054,0.5,0.5,0.0
1345,0.0,0.5,0.5
692,0.3333333333333333,0.3333333333333333,0.3333333333333333
6374,0.0,0.0,1.0
951,0.0,1.0,0.0
1277,1.0,0.0,0.0
12684,0.0,0.5,0.5
13342,0.0,0.0,1.0
11695,0.5,0.0,0.5
2380,1.0,0.0,0.0
6243,0.0,1.0,0.0
1452,1.0,0.0,0.0
10635,1.0,0.0,0.0
12160,0.5,0.5,0.0
9134,0.3333333333333333,0.6666666666666666,0.0
6156,0.25,0.0,0.75
4080,0.14285714285714285,0.5714285714285714,0.2857142857142857
8849,0.6666666666666666,0.3333333333333333,0.0
11860,0.5081967213114754,0.18032786885245902,0.3114754098360656
6661,0.6666666666666666,0.0,0.3333333333333333
13374,0.3076923076923077,0.46153846153846156,0.23076923076923078
4224,0.0,1.0,0.0
2496,1.0,0.0,0.0
1501,0.0,0.0,1.0
13044,0.5,0.0,0.5
6469,0.5,0.0,0.5
7368,0.0,0.0,1.0
10810,0.0,1.0,0.0
1482,0.0,0.0,1.0
4199,0.0,0.0,1.0
5886,0.5,0.0,0.5
9191,0.5,0.5,0.0
5874,0.0,0.0,1.0
4196,1.0,0.0,0.0
12045,0.25,0.5,0.25
10637,0.47058823529411764,0.29411764705882354,0.23529411764705882
3541,0.5,0.5,0.0
6801,0.0,1.0,0.0
13793,0.0,0.42857142857142855,0.5714285714285714
6310,0.0,1.0,0.0
10476,0.5,0.5,0.0
184,0.0,0.7272727272727273,0.2727272727272727
6663,0.0,0.5,0.5
4266,0.0,0.5,0.5
888,1.0,0.0,0.0
9744,0.0,1.0,0.0
1707,0.0,0.0,1.0
2580,0.0,0.0,1.0
11947,0.0,0.0,1.0
2504,1.0,0.0,0.0
8389,0.0,0.5,0.5
636,0.5,0.5,0.0
